Sno,Entity,Code,Year,Fertilizer Usage (kg/ha),Irrigated Land (%),Total Crop Yield (tons),Greenhouse Area (ha)
2900,Japan,JPN,1984,2.24,26.63,11148,0.38
2901,Germany,GER,2007,16.04,5.71,114456,1.02
2902,Canada,CAN,2018,22.21,27.46,75011,1.51
2903,United States,USA,1999,11.56,0.07,86121,0.51
2904,France,FRA,2003,21.94,16.19,74616,1.9
2905,Brazil,BRA,2006,23.71,11.0,89354,0.91
2906,France,FRA,2009,25.76,48.56,130506,1.15
2907,Canada,CAN,2006,21.35,36.36,111028,1.23
2908,Russia,RUS,2005,23.73,17.48,85156,1.23
2909,India,IND,1986,1.13,4.64,24076,0.28
2910,Brazil,BRA,2017,12.53,25.84,101131,2.05
2911,Spain,ESP,1984,2.18,10.67,12758,0.33
2912,Japan,JPN,2002,18.96,26.82,27462,1.84
2913,Nigeria,NGR,2007,14.98,41.77,36704,2.21
2914,Canada,CAN,2013,25.52,30.79,142484,0.63
2915,Mexico,MEX,1994,3.15,31.69,17341,1.15
2916,Argentina,ARG,2011,10.14,27.05,52005,0.65
2917,Oman,OMN,2005,18.96,46.36,104583,0.53
2918,Qatar,QAT,2010,7.45,46.6,30137,2.86
2919,Egypt,EGY,1998,7.49,25.64,38333,1.51
2920,Spain,ESP,1988,2.71,15.29,26689,0.48
2921,France,FRA,2008,11.62,22.98,94690,2.48
2922,Mexico,MEX,2018,28.02,9.33,156127,3.76
2923,Turkey,TUR,1983,1.29,31.82,9071,0.19
2924,Denmark,DNK,1982,1.2,25.0,6075,0.13
2925,Canada,CAN,2008,5.32,5.17,109234,2.18
2926,Oman,OMN,1990,8.25,9.88,29944,0.31
2927,Japan,JPN,2012,13.85,23.98,109886,0.8
2928,France,FRA,2017,25.3,44.38,169870,2.9
2929,Nigeria,NGR,1990,7.53,28.32,26058,0.41
2930,Brazil,BRA,2006,7.51,34.08,66053,0.58
2931,Canada,CAN,2012,28.68,16.95,32454,1.23
2932,Canada,CAN,2000,13.09,28.57,69074,0.85
2933,Nigeria,NGR,2018,18.46,22.37,42525,3.68
2934,Qatar,QAT,2010,7.92,32.96,90497,2.18
2935,Japan,JPN,2017,35.08,2.53,156026,2.14
2936,India,IND,1981,0.78,24.67,3199,0.1
2937,Mexico,MEX,2006,7.47,14.8,54042,2.37
2938,Russia,RUS,2015,14.14,16.31,145063,1.96
2939,Denmark,DNK,1990,8.29,48.05,20788,0.92
2940,Argentina,ARG,1997,12.34,9.13,66846,0.79
2941,Germany,GER,1980,0.0,15.56,0,0.0
2942,Brazil,BRA,2014,16.9,25.49,57119,1.05
2943,Egypt,EGY,2014,25.32,43.15,157098,2.37
2944,Germany,GER,2010,13.44,20.83,54077,1.65
2945,Denmark,DNK,2007,7.83,37.19,133875,1.87
2946,Egypt,EGY,2018,25.44,42.82,39111,2.73
2947,Argentina,ARG,1980,0.0,15.5,0,0.0
2948,Argentina,ARG,2004,9.11,19.64,43186,0.36
2949,Qatar,QAT,2017,19.05,17.83,39071,2.14
2950,United States,USA,1999,13.43,41.64,74659,0.52
2951,United Kingdom,UK,1982,1.17,2.22,7547,0.13
2952,Kenya,KEN,1981,0.86,15.42,4169,0.06
2953,Turkey,TUR,1997,13.35,33.97,34455,1.07
2954,Canada,CAN,1989,1.37,28.27,24996,0.33
2955,Mexico,MEX,1984,3.99,21.81,14545,0.27
2956,Qatar,QAT,1988,6.22,27.0,22072,0.68
2957,Mexico,MEX,1981,0.88,9.88,3789,0.1
2958,Spain,ESP,2013,22.64,21.54,116684,2.82
2959,Spain,ESP,2017,32.21,25.09,53967,2.23
2960,France,FRA,2010,6.03,45.06,123725,0.82
2961,Egypt,EGY,1989,3.72,13.04,34944,0.64
2962,India,IND,1991,9.78,43.39,39856,1.04
2963,Brazil,BRA,2015,9.85,32.21,56713,1.02
2964,Russia,RUS,2000,3.41,1.02,41439,0.66
2965,United States,USA,1985,4.05,36.23,12863,0.12
2966,Nigeria,NGR,1982,1.7,1.78,4239,0.15
2967,France,FRA,1989,2.22,49.87,17201,0.42
2968,Argentina,ARG,1984,3.48,43.63,16885,0.06
2969,Denmark,DNK,2005,17.95,14.87,88823,2.22
2970,Spain,ESP,2000,11.36,12.87,65237,1.2
2971,Oman,OMN,2005,21.18,19.07,47595,0.99
2972,Turkey,TUR,2017,17.66,17.81,172875,1.52
2973,Egypt,EGY,2005,6.86,18.62,44118,0.9
2974,Canada,CAN,1987,2.49,15.91,29258,0.36
2975,Mexico,MEX,1984,2.22,31.06,19466,0.16
2976,Oman,OMN,1994,8.09,8.21,54717,0.83
2977,Denmark,DNK,1995,12.38,42.3,74571,1.19
2978,Peru,PER,1980,0.0,40.62,0,0.0
2979,Mexico,MEX,1995,9.35,23.82,28047,0.55
2980,Kenya,KEN,2016,28.9,42.64,65350,2.07
2981,United Kingdom,UK,1982,0.55,12.36,4596,0.17
2982,Turkey,TUR,2010,4.35,0.88,30855,0.48
2983,France,FRA,1992,10.64,30.96,44721,0.2
2984,Qatar,QAT,1995,2.52,22.9,31120,0.9
2985,Kenya,KEN,2000,6.44,28.36,85214,1.35
2986,Egypt,EGY,1981,0.73,44.97,2436,0.03
2987,Egypt,EGY,2006,12.18,48.5,75915,2.0
2988,Kenya,KEN,2017,32.88,31.72,179921,2.52
2989,Egypt,EGY,2005,9.2,38.2,49217,2.33
2990,Canada,CAN,2017,4.1,4.19,143745,0.93
2991,France,FRA,2004,8.89,8.04,96491,1.86
2992,Denmark,DNK,1990,6.2,36.66,18839,0.18
2993,Turkey,TUR,1987,3.07,21.57,21027,0.43
2994,Japan,JPN,1987,4.07,22.3,16805,0.42
2995,Spain,ESP,2012,28.45,15.43,130803,1.44
2996,Oman,OMN,1986,5.53,30.37,20939,0.52
2997,Qatar,QAT,2017,12.56,9.26,107445,0.38
2998,United States,USA,2000,10.32,31.35,82349,1.14
2999,Spain,ESP,1987,4.16,8.69,13584,0.21
3000,Oman,OMN,2000,19.08,3.19,80289,1.54
3001,Russia,RUS,1999,18.98,16.52,84768,0.26
3002,Denmark,DNK,1987,2.18,11.56,31601,0.59
3003,Egypt,EGY,2010,22.63,44.45,124040,2.56
3004,Egypt,EGY,2008,12.33,2.75,73697,2.38
3005,Japan,JPN,1988,0.86,8.83,39417,0.19
3006,Spain,ESP,1994,1.52,27.44,35257,0.93
3007,Oman,OMN,2009,14.92,24.05,103080,0.33
3008,Brazil,BRA,2005,13.49,2.29,41107,2.16
3009,Oman,OMN,1989,1.08,0.36,44296,0.68
3010,United Kingdom,UK,2008,20.11,49.4,106846,1.62
3011,Canada,CAN,1995,5.47,32.94,60202,1.14
3012,Kenya,KEN,2015,21.14,18.27,44208,0.65
3013,Brazil,BRA,1999,7.05,23.52,77019,1.09
3014,Oman,OMN,2016,9.02,13.33,147560,1.3
3015,United Kingdom,UK,2001,9.8,17.24,77428,2.05
3016,Spain,ESP,1986,1.85,32.45,13005,0.52
3017,Peru,PER,2002,12.79,44.14,65092,1.67
3018,Nigeria,NGR,2020,11.16,9.21,57669,3.76
3019,Nigeria,NGR,2019,21.75,42.02,112567,1.61
3020,Mexico,MEX,2008,6.77,6.08,55308,2.55
3021,Germany,GER,1995,10.56,10.75,35945,0.59
3022,Denmark,DNK,2017,28.81,1.86,61064,2.81
3023,United Kingdom,UK,2007,5.38,7.04,51845,2.06
3024,Argentina,ARG,2017,19.28,45.87,48332,0.43
3025,Canada,CAN,2010,4.91,22.97,140388,1.27
3026,Oman,OMN,1993,8.3,3.88,40581,0.15
3027,Qatar,QAT,2012,10.81,47.99,82782,3.19
3028,Brazil,BRA,1988,4.6,43.95,25120,0.17
3029,Mexico,MEX,2006,14.71,37.73,91342,1.53
3030,Denmark,DNK,2003,21.43,46.67,107812,1.87
3031,United Kingdom,UK,1992,7.13,11.01,20577,0.34
3032,Spain,ESP,2005,15.62,41.82,54555,1.34
3033,Canada,CAN,2008,12.92,34.5,137288,1.81
3034,Turkey,TUR,2007,25.76,43.49,67088,0.66
3035,India,IND,2007,21.59,39.85,29436,2.16
3036,United Kingdom,UK,1987,2.5,17.32,11134,0.26
3037,Egypt,EGY,2002,18.92,38.72,24317,0.64
3038,Germany,GER,2008,13.7,13.12,138871,1.69
3039,India,IND,1984,3.38,16.43,8461,0.19
3040,Egypt,EGY,1986,5.04,5.4,28165,0.56
3041,Spain,ESP,2015,9.45,46.75,174424,3.12
3042,Egypt,EGY,2020,29.24,14.55,135974,2.14
3043,Denmark,DNK,2006,9.4,26.03,29452,1.1
3044,United Kingdom,UK,1981,0.37,19.57,1326,0.04
3045,Brazil,BRA,2004,8.8,48.0,70232,0.82
3046,Mexico,MEX,1988,6.02,16.75,20997,0.47
3047,Oman,OMN,2006,7.98,38.93,89042,2.14
3048,Qatar,QAT,1980,0.0,42.77,0,0.0
3049,Nigeria,NGR,2002,16.36,21.78,104198,0.6
3050,Mexico,MEX,1989,2.29,18.91,28250,0.48
3051,Germany,GER,2004,4.66,37.39,90597,0.39
3052,Egypt,EGY,1982,0.63,45.64,9171,0.15
3053,Spain,ESP,1985,2.21,37.75,7937,0.28
3054,United States,USA,1985,2.64,11.36,9594,0.27
3055,Japan,JPN,1981,0.14,44.42,1429,0.04
3056,Peru,PER,1997,16.55,19.38,26495,1.55
3057,Nigeria,NGR,2002,16.38,28.81,67107,0.4
3058,France,FRA,1981,0.39,41.57,2284,0.09
3059,Spain,ESP,1991,4.26,9.42,29619,0.48
3060,United Kingdom,UK,2001,10.58,39.23,103529,1.87
3061,United Kingdom,UK,2016,23.89,29.81,58565,2.72
3062,Russia,RUS,1999,4.4,44.67,60101,0.37
3063,Nigeria,NGR,2018,10.26,8.6,53028,3.22
3064,Nigeria,NGR,2003,20.09,21.03,52301,1.64
3065,United States,USA,1999,6.28,41.64,59091,0.25
3066,France,FRA,1980,0.0,0.96,0,0.0
3067,Denmark,DNK,1980,0.0,5.61,0,0.0
3068,France,FRA,1996,11.15,49.53,20154,1.11
3069,Mexico,MEX,1980,0.0,14.02,0,0.0
3070,Argentina,ARG,2009,20.74,48.78,45905,2.17
3071,Qatar,QAT,2020,4.71,9.13,76798,2.77
3072,Mexico,MEX,1982,1.52,18.05,6944,0.16
3073,United Kingdom,UK,1990,5.38,37.64,12696,0.62
3074,Turkey,TUR,2003,19.13,32.89,65754,0.77
3075,Spain,ESP,2001,20.14,29.06,72194,1.93
3076,United Kingdom,UK,2005,23.33,26.49,67185,0.29
3077,Peru,PER,1992,11.02,42.17,12918,0.52
3078,Turkey,TUR,1980,0.0,11.75,0,0.0
3079,United Kingdom,UK,2003,9.75,22.12,56774,1.11
3080,Qatar,QAT,1989,4.67,7.77,37028,0.11
3081,Qatar,QAT,2014,24.51,29.8,78287,0.54
3082,Denmark,DNK,2003,20.6,12.53,66701,1.57
3083,Germany,GER,2007,7.73,16.69,68954,2.61
3084,Oman,OMN,2015,32.42,23.56,82955,2.09
3085,Canada,CAN,1995,12.5,1.34,16311,0.83
3086,Russia,RUS,2019,38.26,4.6,95163,1.51
3087,Japan,JPN,1995,13.38,34.3,68369,0.5
3088,India,IND,1996,5.63,21.45,60185,0.19
3089,United States,USA,1994,2.74,43.24,22143,0.48
3090,Oman,OMN,1995,3.02,34.73,50469,0.76
3091,Spain,ESP,1994,5.07,0.41,63964,0.39
3092,Spain,ESP,2013,21.54,30.84,125404,0.59
3093,Spain,ESP,1990,8.24,4.69,15947,0.75
3094,Argentina,ARG,1980,0.0,39.05,0,0.0
3095,India,IND,1994,9.26,49.58,30886,1.32
3096,United Kingdom,UK,2005,2.63,26.56,70407,1.64
3097,France,FRA,1983,0.8,34.14,9313,0.04
3098,Canada,CAN,1984,0.76,11.87,17608,0.31
3099,Egypt,EGY,2014,14.52,21.88,160698,0.68
3100,Oman,OMN,1992,6.61,42.8,56623,0.84
3101,Qatar,QAT,1989,1.25,8.37,9286,0.72
3102,Peru,PER,1990,4.14,13.28,46875,0.75
3103,Russia,RUS,1997,4.44,22.27,20698,1.63
3104,Turkey,TUR,2013,22.52,35.61,68082,2.52
3105,Mexico,MEX,2018,19.68,18.79,116278,2.75
3106,Canada,CAN,2020,21.83,46.39,116788,1.34
3107,Kenya,KEN,2002,10.67,4.72,75214,2.05
3108,Kenya,KEN,1986,5.76,18.54,17506,0.16
3109,Russia,RUS,2018,11.14,35.45,180025,3.47
3110,Nigeria,NGR,1982,1.13,11.3,3924,0.08
3111,Brazil,BRA,1991,8.39,32.82,23057,0.24
3112,Japan,JPN,1986,3.61,8.21,28097,0.51
3113,Canada,CAN,2005,23.4,2.8,32673,0.26
3114,Qatar,QAT,2012,14.09,6.05,110023,2.72
3115,Canada,CAN,2016,18.62,46.5,134169,1.21
3116,United Kingdom,UK,1994,2.52,27.59,42310,1.25
3117,Turkey,TUR,1981,0.65,39.82,3776,0.07
3118,India,IND,2020,14.38,16.63,67640,2.8
3119,Spain,ESP,1986,1.47,29.63,26463,0.26
3120,India,IND,2011,18.29,24.75,48363,0.48
3121,Germany,GER,1983,1.74,47.29,7809,0.25
3122,Germany,GER,1999,3.2,37.38,24719,0.48
3123,Canada,CAN,2015,25.49,36.53,111329,1.52
3124,Argentina,ARG,2011,20.5,2.32,114048,1.98
3125,Denmark,DNK,2007,7.29,27.48,128651,1.44
3126,Egypt,EGY,1992,6.27,23.35,47488,0.33
3127,Argentina,ARG,1980,0.0,46.39,0,0.0
3128,Qatar,QAT,2014,19.6,12.87,160835,0.72
3129,Egypt,EGY,2009,13.22,13.49,84498,2.54
3130,Oman,OMN,2015,13.65,20.57,113568,0.45
3131,India,IND,2004,15.58,12.17,81225,2.35
3132,India,IND,1995,14.18,6.46,39598,0.42
3133,Egypt,EGY,1998,12.68,42.87,78370,0.36
3134,Japan,JPN,1980,0.0,27.91,0,0.0
3135,Argentina,ARG,1984,2.06,43.07,12877,0.07
3136,Denmark,DNK,2001,18.94,41.56,81667,1.35
3137,Canada,CAN,2003,4.26,14.1,106165,1.99
3138,Brazil,BRA,2016,35.64,27.39,163284,0.52
3139,India,IND,2015,33.4,4.16,106223,2.87
3140,Japan,JPN,2015,5.97,45.76,125042,1.59
3141,Brazil,BRA,1983,2.82,20.21,7730,0.07
3142,Peru,PER,2015,14.94,19.68,100544,0.9
3143,Peru,PER,1997,14.62,15.14,78626,1.58
3144,Denmark,DNK,1995,7.15,23.03,70842,0.3
3145,France,FRA,2020,19.87,12.59,183266,3.52
3146,Mexico,MEX,1997,11.4,18.74,26409,1.0
3147,Canada,CAN,2001,16.74,40.0,92407,0.28
3148,India,IND,1981,0.13,41.71,4793,0.05
3149,Canada,CAN,2000,12.68,15.21,48899,1.67
3150,Peru,PER,2015,9.38,23.45,107610,2.64
3151,Oman,OMN,2018,15.63,43.69,156422,2.05
3152,Oman,OMN,2018,15.7,2.63,123435,3.32
3153,Brazil,BRA,2008,14.62,44.46,139270,0.58
3154,Oman,OMN,2005,10.02,10.96,70571,2.3
3155,United Kingdom,UK,2000,3.93,33.93,77115,1.72
3156,France,FRA,1996,3.7,29.13,66725,1.18
3157,Russia,RUS,1995,1.95,27.65,44646,1.25
3158,Brazil,BRA,2010,15.7,42.97,132838,1.77
3159,India,IND,1988,7.67,5.08,25476,0.57
3160,Spain,ESP,2010,6.12,17.35,79398,1.81
3161,Brazil,BRA,1993,12.37,26.91,18606,0.55
3162,Kenya,KEN,2016,27.36,40.56,92651,2.2
3163,Russia,RUS,1981,0.67,10.82,3935,0.03
3164,France,FRA,1993,8.85,40.15,60906,0.65
3165,Brazil,BRA,2012,27.01,19.98,64214,1.13
3166,Brazil,BRA,2014,6.67,9.45,82312,0.72
3167,Oman,OMN,2018,21.06,37.95,61402,1.48
3168,Qatar,QAT,1999,13.82,4.54,71494,1.65
3169,Brazil,BRA,1981,0.63,25.74,4840,0.04
3170,Germany,GER,2020,33.98,3.19,142552,3.09
3171,Canada,CAN,1998,2.97,17.82,62429,0.46
3172,India,IND,2016,25.98,30.05,115702,1.74
3173,Peru,PER,1997,9.87,27.81,23014,0.35
3174,Germany,GER,1995,6.62,20.23,58770,0.34
3175,Germany,GER,1983,1.22,21.45,10224,0.2
3176,Argentina,ARG,1991,7.25,11.34,40104,0.71
3177,Spain,ESP,2008,25.25,22.79,128666,0.82
3178,Japan,JPN,1986,3.28,47.66,24815,0.32
3179,Oman,OMN,1993,10.95,42.52,53607,1.14
3180,United Kingdom,UK,1991,5.08,7.26,51796,0.28
3181,United Kingdom,UK,2014,6.53,1.49,168631,0.4
3182,Spain,ESP,1984,0.62,46.68,13300,0.27
3183,Kenya,KEN,1996,2.34,26.34,22968,0.24
3184,Kenya,KEN,2011,13.71,26.89,87932,3.04
3185,Denmark,DNK,1989,3.63,39.04,37353,0.58
3186,India,IND,1996,11.94,15.73,17774,0.84
3187,United States,USA,1984,3.07,24.1,4910,0.19
3188,United States,USA,1988,1.17,48.43,10149,0.49
3189,Turkey,TUR,2012,9.57,33.61,125572,0.58
3190,Peru,PER,2015,12.14,7.69,105163,3.28
3191,Turkey,TUR,2015,20.75,6.66,86645,2.32
3192,Peru,PER,1997,3.91,10.21,24181,0.45
3193,United States,USA,1988,1.76,38.34,31431,0.49
3194,Qatar,QAT,2008,26.58,14.77,63954,0.62
3195,Denmark,DNK,1993,10.71,1.07,26796,0.15
3196,Oman,OMN,2004,6.3,47.21,86622,1.6
3197,India,IND,1994,6.52,8.49,45304,0.96
3198,Turkey,TUR,1985,2.1,0.48,12248,0.31
3199,Nigeria,NGR,2008,22.73,11.86,99846,0.74
3200,Peru,PER,1994,7.83,11.75,29188,0.9
3201,Brazil,BRA,2008,6.02,21.1,117020,0.42
3202,Turkey,TUR,1983,2.3,46.02,5751,0.19
3203,Brazil,BRA,1997,7.77,43.96,27800,1.02
3204,Mexico,MEX,2018,12.79,22.84,156930,2.62
3205,Japan,JPN,1995,6.57,20.54,57473,1.36
3206,Nigeria,NGR,1990,5.48,27.75,17305,0.87
3207,Spain,ESP,1993,5.31,12.17,19044,1.28
3208,Qatar,QAT,1982,0.64,2.61,8707,0.2
3209,Spain,ESP,2017,16.97,46.96,151936,2.94
3210,Turkey,TUR,1997,1.99,9.33,39253,1.63
3211,France,FRA,1999,15.11,9.92,69023,1.67
3212,Spain,ESP,2004,6.09,23.62,35919,1.81
3213,Turkey,TUR,2017,5.16,24.58,112043,0.62
3214,India,IND,1992,8.26,0.92,12899,0.17
3215,Japan,JPN,1983,2.39,7.4,7699,0.26
3216,France,FRA,1993,10.82,18.91,16891,0.7
3217,Egypt,EGY,2012,17.41,34.19,92818,2.67
3218,Nigeria,NGR,2007,7.69,11.42,72541,1.03
3219,Mexico,MEX,2016,27.49,21.15,99991,1.65
3220,Argentina,ARG,1987,5.11,27.87,8269,0.51
3221,Mexico,MEX,2013,10.61,44.43,80733,3.05
3222,United Kingdom,UK,1984,3.65,16.3,16103,0.07
3223,Japan,JPN,1984,0.78,6.68,9902,0.35
3224,Brazil,BRA,2010,29.53,24.46,115820,2.44
3225,Nigeria,NGR,1988,6.99,37.34,19823,0.31
3226,Denmark,DNK,2011,22.29,5.49,83481,1.3
3227,Denmark,DNK,2012,30.24,21.23,104178,0.45
3228,Turkey,TUR,1982,1.5,0.89,9605,0.02
3229,Qatar,QAT,2009,7.87,1.68,41627,1.53
3230,United Kingdom,UK,1991,5.48,24.15,12448,0.2
3231,Oman,OMN,2008,4.6,14.91,96091,0.77
3232,United Kingdom,UK,1982,0.9,42.26,9592,0.17
3233,Spain,ESP,2005,19.19,30.11,123972,1.53
3234,France,FRA,2009,12.99,22.7,85163,1.94
3235,Russia,RUS,1988,3.18,20.4,22978,0.21
3236,Nigeria,NGR,2005,15.9,24.86,89496,2.11
3237,United Kingdom,UK,1981,0.88,2.02,3222,0.09
3238,Egypt,EGY,1982,0.29,44.64,7072,0.11
3239,Spain,ESP,1983,1.34,49.92,13487,0.28
3240,Argentina,ARG,2004,5.82,9.07,95645,2.06
3241,Kenya,KEN,1992,8.71,6.02,35850,0.91
3242,Qatar,QAT,2018,7.42,7.18,108203,2.89
3243,Mexico,MEX,2014,23.74,33.05,120985,0.66
3244,Oman,OMN,2002,7.87,33.07,62102,0.76
3245,Egypt,EGY,1988,2.23,42.4,22648,0.13
3246,Argentina,ARG,1981,0.94,37.59,1065,0.01
3247,Nigeria,NGR,2020,4.67,22.48,67850,0.97
3248,Mexico,MEX,2010,14.82,30.64,88621,2.68
3249,Spain,ESP,1981,0.12,34.41,4290,0.03
3250,Denmark,DNK,2011,16.59,25.64,65562,3.02
3251,Qatar,QAT,1997,9.37,23.78,52539,1.08
3252,Japan,JPN,1992,4.67,32.25,28558,0.38
3253,United States,USA,1984,0.88,27.87,5676,0.22
3254,United Kingdom,UK,1989,3.95,32.2,43498,0.27
3255,United Kingdom,UK,2004,16.92,30.64,106048,2.37
3256,Nigeria,NGR,2013,26.54,35.96,43361,2.85
3257,Egypt,EGY,2016,20.8,32.14,139649,0.45
3258,Kenya,KEN,2009,18.29,25.99,69319,2.76
3259,Spain,ESP,1986,1.68,34.09,29876,0.45
3260,Egypt,EGY,1985,1.79,22.47,11047,0.09
3261,Russia,RUS,1982,0.49,12.08,3909,0.14
3262,Germany,GER,1992,3.89,0.07,39258,0.82
3263,Japan,JPN,1982,0.6,28.0,8681,0.06
3264,Canada,CAN,2005,14.19,29.53,44251,1.96
3265,Qatar,QAT,2003,13.95,48.6,88265,0.41
3266,Russia,RUS,1985,4.75,18.07,6228,0.27
3267,Turkey,TUR,1991,3.04,19.71,51433,0.12
3268,Peru,PER,2015,23.71,10.09,46350,3.4
3269,Canada,CAN,1981,0.84,3.53,4656,0.08
3270,Nigeria,NGR,1990,6.04,38.64,29632,0.24
3271,Japan,JPN,2018,12.52,12.48,106109,1.55
3272,Germany,GER,2013,11.1,30.45,161476,0.81
3273,Japan,JPN,2005,3.38,34.39,124038,1.97
3274,Oman,OMN,1997,6.37,23.56,61212,0.26
3275,Turkey,TUR,2000,15.4,43.82,30169,1.71
3276,Egypt,EGY,2015,5.0,22.19,105863,3.32
3277,Oman,OMN,2019,11.6,14.25,121549,2.76
3278,Denmark,DNK,2001,15.45,44.8,64213,0.61
3279,Brazil,BRA,2009,23.33,43.08,95061,1.23
3280,Russia,RUS,2009,14.78,8.2,31172,1.54
3281,Japan,JPN,1987,5.1,1.3,26914,0.45
3282,Japan,JPN,2013,14.82,4.5,127036,2.32
3283,France,FRA,1988,1.95,14.33,11695,0.48
3284,Mexico,MEX,1999,8.71,48.61,62338,0.79
3285,Argentina,ARG,2019,24.26,27.93,127664,3.52
3286,Denmark,DNK,2004,22.88,18.66,89515,0.42
3287,Oman,OMN,1998,2.91,44.44,24148,0.94
3288,Oman,OMN,1984,2.23,22.66,14024,0.32
3289,Oman,OMN,1990,3.96,15.76,21230,0.15
3290,Brazil,BRA,1994,7.8,47.06,42392,1.03
3291,Japan,JPN,1987,0.85,42.48,28653,0.59
3292,India,IND,1998,6.87,42.18,68806,1.25
3293,Germany,GER,2002,18.43,25.61,32463,0.25
3294,Denmark,DNK,2006,15.56,39.47,87483,0.68
3295,Turkey,TUR,2019,19.72,8.97,190182,1.59
3296,Canada,CAN,2011,11.07,28.66,50439,0.96
3297,France,FRA,2005,9.21,49.19,110290,2.42
3298,Nigeria,NGR,2006,11.56,14.55,99065,1.78
3299,Nigeria,NGR,1998,15.34,39.72,73728,0.66
3300,India,IND,2008,27.17,24.52,59579,2.62
3301,Argentina,ARG,2018,18.8,1.99,81759,2.91
3302,Denmark,DNK,2020,18.16,38.15,184963,1.42
3303,Mexico,MEX,2012,27.58,8.43,78058,1.41
3304,Canada,CAN,1998,8.72,31.57,22537,0.5
3305,Oman,OMN,2016,21.49,4.28,122485,3.51
3306,Spain,ESP,1998,5.54,47.34,26986,1.02
3307,Kenya,KEN,2012,24.61,14.59,133964,2.9
3308,Nigeria,NGR,1995,8.68,11.32,53504,0.62
3309,Qatar,QAT,2002,18.22,6.46,98975,1.92
3310,Kenya,KEN,1986,4.82,47.3,24836,0.09
3311,Peru,PER,2005,7.34,35.6,36211,2.46
3312,Oman,OMN,2011,23.07,37.08,78252,2.85
3313,Egypt,EGY,1991,9.02,24.97,45080,0.47
3314,France,FRA,1987,2.88,23.74,18685,0.56
3315,Brazil,BRA,1984,1.02,5.5,19557,0.31
3316,Spain,ESP,2007,2.76,27.99,106459,2.46
3317,Denmark,DNK,1984,2.02,12.35,4247,0.15
3318,Peru,PER,2005,10.43,48.86,112998,1.3
3319,Kenya,KEN,1984,2.4,39.83,5612,0.35
3320,Canada,CAN,2001,5.65,20.65,32803,1.68
3321,Canada,CAN,1994,12.23,7.57,55131,0.64
3322,Qatar,QAT,1992,3.98,39.27,53518,1.03
3323,France,FRA,2007,8.2,6.1,84925,0.38
3324,Spain,ESP,2012,17.04,9.47,68998,2.57
3325,Nigeria,NGR,2002,12.08,10.58,52915,0.63
3326,United States,USA,2012,9.39,27.84,75889,1.14
3327,Mexico,MEX,1997,5.86,39.35,39214,0.92
3328,Denmark,DNK,2009,7.33,15.72,57177,1.46
3329,France,FRA,2005,18.67,4.23,85886,1.42
3330,Argentina,ARG,1995,11.9,23.23,69024,0.89
3331,United States,USA,1992,6.19,37.41,26739,0.48
3332,Russia,RUS,2018,28.22,11.08,66377,0.98
3333,Qatar,QAT,2012,24.39,11.0,139337,2.53
3334,Spain,ESP,2005,5.61,47.36,99178,1.15
3335,India,IND,1980,0.0,47.71,0,0.0
3336,Nigeria,NGR,2017,31.04,49.52,61496,2.52
3337,Kenya,KEN,1981,0.28,40.38,1577,0.09
3338,Qatar,QAT,1985,1.34,9.41,15828,0.37
3339,Japan,JPN,2017,7.88,10.6,127936,0.52
3340,Brazil,BRA,2003,5.16,17.01,67175,1.97
3341,Egypt,EGY,1997,13.15,15.91,57729,1.68
3342,France,FRA,2006,13.59,47.83,44759,1.37
3343,Germany,GER,2020,32.19,39.45,116738,3.89
3344,Argentina,ARG,1987,5.4,36.2,25426,0.41
3345,Germany,GER,2007,17.39,9.3,73732,1.39
3346,United States,USA,1989,6.46,45.48,33460,0.36
3347,Nigeria,NGR,1996,1.86,41.39,44876,1.11
3348,Russia,RUS,2008,10.66,8.18,65363,0.86
3349,Russia,RUS,1985,3.37,43.56,11072,0.1
3350,Mexico,MEX,1993,1.41,13.61,34366,0.16
3351,Denmark,DNK,2001,2.72,4.04,22939,0.76
3352,Oman,OMN,1985,4.33,32.84,18370,0.23
3353,Germany,GER,2005,17.89,32.69,109510,1.49
3354,Denmark,DNK,2018,12.88,4.75,91903,1.38
3355,Qatar,QAT,1991,7.91,15.94,13025,1.08
3356,United Kingdom,UK,2014,27.65,49.64,168201,1.23
3357,Japan,JPN,1993,4.89,33.92,26712,0.65
3358,Mexico,MEX,2001,2.78,36.5,31636,0.41
3359,India,IND,2002,20.67,10.65,54538,0.74
3360,Argentina,ARG,1986,2.46,3.94,23725,0.09
3361,India,IND,2019,7.64,13.85,84850,2.35
3362,Oman,OMN,2004,13.02,12.44,79171,1.86
3363,Denmark,DNK,1992,9.5,11.73,31946,0.33
3364,India,IND,2000,5.99,9.64,29421,0.86
3365,Canada,CAN,2020,13.7,28.74,92845,0.46
3366,Japan,JPN,1989,2.87,16.41,35095,0.77
3367,Brazil,BRA,1988,7.94,41.02,27584,0.64
3368,Brazil,BRA,1994,3.89,9.2,20707,0.22
3369,Oman,OMN,1981,0.62,23.23,1653,0.04
3370,Qatar,QAT,2004,22.39,0.68,85510,2.3
3371,Nigeria,NGR,1992,2.79,24.08,51043,0.54
3372,Denmark,DNK,2013,32.13,2.79,79130,1.89
3373,India,IND,2013,31.44,48.89,111581,1.39
3374,Japan,JPN,2014,30.47,39.53,57207,2.16
3375,Egypt,EGY,2017,10.84,24.51,83083,3.63
3376,United States,USA,1982,1.34,4.33,2162,0.2
